Province,Country,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,Region,,,,Region
,Nepal,28.1667,84.25,17/07/2020,"17,445",40,"11,534","5,871",South-East Asia,,,,
Aruba,Netherlands,12.5211,-69.9683,17/07/2020,111,3,100,8,Europe,,,,
Curacao,Netherlands,12.1696,-68.99,17/07/2020,28,1,24,3,Europe,,,,
Sint Maarten,Netherlands,18.0425,-63.0548,17/07/2020,79,15,63,1,Europe,,,,
,Netherlands,52.1326,5.2913,17/07/2020,"51,454","6,138",0,"45,316",Europe,,,,
,New Zealand,-40.9006,174.886,17/07/2020,"1,550",22,"1,506",22,Western Pacific,,,,
,Nicaragua,12.865416,-85.207229,17/07/2020,"3,147",99,"2,282",766,Americas,,,,
,Niger,17.607789,8.081666,17/07/2020,"1,102",69,"1,013",20,Africa,,,,
,Nigeria,9.082,8.6753,17/07/2020,"35,454",772,"14,633","20,049",Africa,,,,
,North Macedonia,41.6086,21.7453,17/07/2020,"8,786",406,"4,676","3,704",Europe,,,,
,Norway,60.472,8.4689,17/07/2020,"9,025",255,"8,138",632,Europe,,,,
,Oman,21.512583,55.923255,17/07/2020,"64,193",298,"41,450","22,445",Eastern Mediterranean,,,,
,Pakistan,30.3753,69.3451,17/07/2020,"261,917","5,522","198,509","57,886",Eastern Mediterranean,,,,
,Panama,8.538,-80.7821,17/07/2020,"51,408","1,038","26,520","23,850",Americas,,,,
,Papua New Guinea,-6.314993,143.95555,17/07/2020,15,0,8,7,Western Pacific,,,,
,Paraguay,-23.4425,-58.4438,17/07/2020,"3,457",28,"1,481","1,948",Americas,,,,
,Peru,-9.19,-75.0152,17/07/2020,"345,537","12,799","233,982","98,756",Americas,,,,
,Philippines,12.879721,121.774017,17/07/2020,"63,001","1,660","21,748","39,593",Western Pacific,,,,
,Poland,51.9194,19.1451,17/07/2020,"39,407","1,612","29,505","8,290",Europe,,,,
,Portugal,39.3999,-8.2245,17/07/2020,"48,077","1,682","32,790","13,605",Europe,,,,
,Qatar,25.3548,51.1839,17/07/2020,"105,898",153,"102,597","3,148",Eastern Mediterranean,,,,
,Romania,45.9432,24.9668,17/07/2020,"35,802","1,988","22,312","11,502",Europe,,,,
,Russia,61.52401,105.318756,17/07/2020,"758,001","12,106","538,467","207,428",Europe,,,,
,Rwanda,-1.9403,29.8739,17/07/2020,"1,485",4,811,670,Africa,,,,
,Saint Lucia,13.9094,-60.9789,17/07/2020,23,0,19,4,Americas,,,,
,Saint Vincent and the Grenadines,12.9843,-61.2872,17/07/2020,35,0,29,6,Americas,,,,
,San Marino,43.9424,12.4578,17/07/2020,699,42,656,1,Europe,,,,
,Saudi Arabia,23.885942,45.079162,17/07/2020,"245,851","2,407","191,161","52,283",Eastern Mediterranean,,,,
,Senegal,14.4974,-14.4524,17/07/2020,"8,544",160,"5,809","2,575",Africa,,,,
,Serbia,44.0165,21.0059,17/07/2020,"20,109",452,"14,799","4,858",Europe,,,,
,Seychelles,-4.6796,55.492,17/07/2020,108,0,27,81,Africa,,,,
,Singapore,1.2833,103.8333,17/07/2020,"47,453",27,"43,577","3,849",Western Pacific,,,,
,Slovakia,48.669,19.699,17/07/2020,"1,965",28,"1,523",414,Europe,,,,
,Slovenia,46.1512,14.9955,17/07/2020,"1,916",111,"1,522",283,Europe,,,,
,Somalia,5.152149,46.199616,17/07/2020,"3,106",93,"1,444","1,569",Eastern Mediterranean,,,,
,South Africa,-30.5595,22.9375,17/07/2020,"337,594","4,804","178,183","154,607",Africa,,,,
,Spain,40.463667,-3.74922,17/07/2020,"260,255","28,420","150,376","81,459",Europe,,,,
,Sri Lanka,7.873054,80.771797,17/07/2020,"2,697",11,"2,012",674,South-East Asia,,,,
,Sudan,12.8628,30.2176,17/07/2020,"10,527",668,"5,601","4,258",Eastern Mediterranean,,,,
,Suriname,3.9193,-56.0278,17/07/2020,943,19,600,324,Americas,,,,
,Sweden,60.128161,18.643501,17/07/2020,"77,281","5,619",0,"71,662",Europe,,,,
,Switzerland,46.8182,8.2275,17/07/2020,"33,382","1,969","29,900","1,513",Europe,,,,
,Taiwan*,23.7,121,17/07/2020,451,7,440,4,Western Pacific,,,,
,Tanzania,-6.369028,34.888822,17/07/2020,509,21,183,305,Africa,,,,
,Thailand,15.870032,100.992541,17/07/2020,"3,239",58,"3,096",85,South-East Asia,,,,
,Togo,8.6195,0.8248,17/07/2020,766,15,546,205,Africa,,,,
,Trinidad and Tobago,10.6918,-61.2225,17/07/2020,136,8,124,4,Americas,,,,
,Tunisia,33.886917,9.537499,17/07/2020,"1,336",50,"1,095",191,Eastern Mediterranean,,,,
,Turkey,38.9637,35.2433,17/07/2020,"217,799","5,458","199,834","12,507",Europe,,,,
,Uganda,1.373333,32.290275,17/07/2020,"1,056",0,"1,023",33,Africa,,,,
,Ukraine,48.3794,31.1656,17/07/2020,"58,466","1,473","30,675","26,318",Europe,,,,
,United Arab Emirates,23.424076,53.847818,17/07/2020,"56,422",337,"48,448","7,637",Eastern Mediterranean,,,,
Bermuda,United Kingdom,32.3078,-64.7505,17/07/2020,152,9,137,6,Europe,,,,
Cayman Islands,United Kingdom,19.3133,-81.2546,17/07/2020,203,1,200,2,Europe,,,,
Channel Islands,United Kingdom,49.3723,-2.3644,17/07/2020,583,47,529,7,Europe,,,,
Gibraltar,United Kingdom,36.1408,-5.3536,17/07/2020,180,0,180,0,Europe,,,,
Isle of Man,United Kingdom,54.2361,-4.5481,17/07/2020,336,24,312,0,Europe,,,,
Montserrat,United Kingdom,16.742498,-62.187366,17/07/2020,12,1,10,1,Europe,,,,
,United Kingdom,55.3781,-3.436,17/07/2020,"293,239","45,233",0,"248,006",Europe,,,,
,Uruguay,-32.5228,-55.7658,17/07/2020,"1,037",32,917,88,Americas,,,,
,US,40,-100,17/07/2020,"3,647,715","139,266","1,107,204","2,401,245",Americas,,,,
,Uzbekistan,41.377491,64.585262,17/07/2020,"15,607",79,"9,003","6,525",Europe,,,,
,Venezuela,6.4238,-66.5897,17/07/2020,"11,191",107,"3,852","7,232",Americas,,,,
,Vietnam,14.058324,108.277199,17/07/2020,382,0,356,26,Western Pacific,,,,
,Zambia,-13.133897,27.849332,17/07/2020,"2,810",109,"1,450","1,251",Africa,,,,
,Zimbabwe,-19.015438,29.154857,17/07/2020,"1,420",24,438,958,Africa,,,,
,Dominica,15.415,-61.371,17/07/2020,18,0,18,0,Americas,,,,
,Grenada,12.1165,-61.679,17/07/2020,23,0,23,0,Americas,,,,
,Mozambique,-18.665695,35.529562,17/07/2020,"1,402",9,0,"1,393",Africa,,,,
,Syria,34.802075,38.996815,17/07/2020,496,25,0,471,Eastern Mediterranean,,,,
,Timor-Leste,-8.874217,125.727539,17/07/2020,24,0,0,24,South-East Asia,,,,
,Belize,17.1899,-88.4976,17/07/2020,40,2,22,16,Americas,,,,
,Laos,19.85627,102.495496,17/07/2020,19,0,19,0,Western Pacific,,,,
,Libya,26.3351,17.228331,17/07/2020,"1,704",47,380,"1,277",Eastern Mediterranean,,,,
,West Bank and Gaza,31.9522,35.2332,17/07/2020,"7,764",53,"1,492","6,219",Eastern Mediterranean,,,,
,Guinea-Bissau,11.8037,-15.1804,17/07/2020,"1,927",26,773,"1,128",Africa,,,,
,Mali,17.570692,-3.996166,17/07/2020,"2,467",121,"1,791",555,Africa,,,,
,Saint Kitts and Nevis,17.357822,-62.782998,17/07/2020,17,0,15,2,Americas,,,,
Northwest Territories,Canada,64.8255,-124.8457,17/07/2020,5,0,0,5,Americas,,,,
Yukon,Canada,64.2823,-135,17/07/2020,13,0,0,13,Americas,,,,
,Kosovo,42.602636,20.902977,17/07/2020,"5,472",124,"2,640","2,708",Europe,,,,
,Burma,21.9162,95.956,17/07/2020,339,6,271,62,South-East Asia,,,,
Anguilla,United Kingdom,18.2206,-63.0686,17/07/2020,3,0,3,0,Europe,,,,
British Virgin Islands,United Kingdom,18.4207,-64.64,17/07/2020,8,1,7,0,Europe,,,,
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,17/07/2020,74,2,12,60,Europe,,,,
,Botswana,-22.3285,24.6849,17/07/2020,522,1,48,473,Africa,,,,
,Burundi,-3.3731,29.9189,17/07/2020,310,1,207,102,Africa,,,,
,Sierra Leone,8.460555,-11.779889,17/07/2020,"1,688",65,"1,219",404,Africa,,,,
,Malawi,-13.2543,34.3015,17/07/2020,"2,805",55,"1,107","1,643",Africa,,,,
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,17/07/2020,13,0,13,0,Europe,,,,
Saint Pierre and Miquelon,France,46.8852,-56.3159,17/07/2020,4,0,1,3,Europe,,,,
,South Sudan,6.877,31.307,17/07/2020,"2,191",43,"1,175",973,Africa,,,,
,Western Sahara,24.2155,-12.8858,17/07/2020,10,1,8,1,Africa,,,,
,Sao Tome and Principe,0.1864,6.6131,17/07/2020,741,14,325,402,Africa,,,,
,Yemen,15.552727,48.516388,17/07/2020,"1,576",440,695,441,Eastern Mediterranean,,,,
,Comoros,-11.6455,43.3333,17/07/2020,328,7,311,10,Africa,,,,
,Tajikistan,38.861,71.2761,17/07/2020,"6,786",56,"5,483","1,247",Europe,,,,
,Lesotho,-29.61,28.2336,17/07/2020,311,6,69,236,Africa,,,,
,Afghanistan,33.93911,67.709953,18/07/2020,"35,301","1,164","23,273","10,864",Eastern Mediterranean,,,,
,Albania,41.1533,20.1683,18/07/2020,"4,008",111,"2,264","1,633",Europe,,,,
,Algeria,28.0339,1.6596,18/07/2020,"22,549","1,068","15,744","5,737",Africa,,,,
,Andorra,42.5063,1.5218,18/07/2020,880,52,803,25,Europe,,,,
,Angola,-11.2027,17.8739,18/07/2020,687,29,210,448,Africa,,,,
,Antigua and Barbuda,17.0608,-61.7964,18/07/2020,76,3,57,16,Americas,,,,
,Argentina,-38.4161,-63.6167,18/07/2020,"122,524","2,220","52,607","67,697",Americas,,,,
,Armenia,40.0691,45.0382,18/07/2020,"34,462",631,"23,123","10,708",Europe,,,,
Australian Capital Territory,Australia,-35.4735,149.0124,18/07/2020,113,3,105,5,Western Pacific,,,,
New South Wales,Australia,-33.8688,151.2093,18/07/2020,"3,568",49,"2,988",531,Western Pacific,,,,
Northern Territory,Australia,-12.4634,130.8456,18/07/2020,31,0,29,2,Western Pacific,,,,
Queensland,Australia,-27.4698,153.0251,18/07/2020,"1,071",6,"1,060",5,Western Pacific,,,,
South Australia,Australia,-34.9285,138.6007,18/07/2020,444,4,440,0,Western Pacific,,,,
Tasmania,Australia,-42.8821,147.3272,18/07/2020,228,13,215,0,Western Pacific,,,,
Victoria,Australia,-37.8136,144.9631,18/07/2020,"5,696",38,"2,819","2,839",Western Pacific,,,,
Western Australia,Australia,-31.9505,115.8605,18/07/2020,651,9,618,24,Western Pacific,,,,
,Austria,47.5162,14.5501,18/07/2020,"19,573",711,"17,501","1,361",Europe,,,,
,Azerbaijan,40.1431,47.5769,18/07/2020,"27,133",349,"18,450","8,334",Europe,,,,
,Bahamas,25.025885,-78.035889,18/07/2020,138,11,91,36,Americas,,,,
,Bahrain,26.0275,50.55,18/07/2020,"36,004",124,"31,765","4,115",Eastern Mediterranean,,,,
,Bangladesh,23.685,90.3563,18/07/2020,"202,066","2,581","110,098","89,387",South-East Asia,,,,
,Barbados,13.1939,-59.5432,18/07/2020,104,7,91,6,Americas,,,,
,Belarus,53.7098,27.9534,18/07/2020,"65,953",495,"57,856","7,602",Europe,,,,
,Belgium,50.8333,4.469936,18/07/2020,"63,706","9,800","17,289","36,617",Europe,,,,
,Benin,9.3077,2.3158,18/07/2020,"1,602",31,782,789,Africa,,,,
,Bhutan,27.5142,90.4336,18/07/2020,87,0,78,9,South-East Asia,,,,
,Bolivia,-16.2902,-63.5887,18/07/2020,"58,138","2,106","18,200","37,832",Americas,,,,
,Bosnia and Herzegovina,43.9159,17.6791,18/07/2020,"8,161",246,"3,648","4,267",Europe,,,,
,Brazil,-14.235,-51.9253,18/07/2020,"2,074,860","78,772","1,447,408","548,680",Americas,,,,
,Brunei,4.5353,114.7277,18/07/2020,141,3,138,0,Western Pacific,,,,
,Bulgaria,42.7339,25.4858,18/07/2020,"8,638",299,"4,081","4,258",Europe,,,,
,Burkina Faso,12.2383,-1.5616,18/07/2020,"1,047",53,887,107,Africa,,,,
,Cabo Verde,16.5388,-23.0418,18/07/2020,"2,014",21,913,"1,080",Africa,,,,
,Cambodia,11.55,104.9167,18/07/2020,171,0,133,38,Western Pacific,,,,
,Cameroon,3.848,11.5021,18/07/2020,"16,157",373,"13,728","2,056",Africa,,,,
Alberta,Canada,53.9333,-116.5765,18/07/2020,"9,219",167,0,"9,052",Americas,,,,
British Columbia,Canada,53.7267,-127.6476,18/07/2020,"3,198",189,0,"3,009",Americas,,,,
Manitoba,Canada,53.7609,-98.8139,18/07/2020,337,7,0,330,Americas,,,,
New Brunswick,Canada,46.5653,-66.4619,18/07/2020,168,2,0,166,Americas,,,,
Newfoundland and Labrador,Canada,53.1355,-57.6604,18/07/2020,262,3,0,259,Americas,,,,
Nova Scotia,Canada,44.682,-63.7443,18/07/2020,"1,067",63,0,"1,004",Americas,,,,
Ontario,Canada,51.2538,-85.3232,18/07/2020,"39,316","2,791",0,"36,525",Americas,,,,
Prince Edward Island,Canada,46.5107,-63.4168,18/07/2020,36,0,0,36,Americas,,,,
Quebec,Canada,52.9399,-73.5491,18/07/2020,"57,300","5,654",0,"51,646",Americas,,,,
Saskatchewan,Canada,52.9399,-106.4509,18/07/2020,941,15,0,926,Americas,,,,
,Central African Republic,6.6111,20.9394,18/07/2020,"4,485",55,"1,348","3,082",Africa,,,,
,Chad,15.4542,18.7322,18/07/2020,889,75,800,14,Africa,,,,
,Chile,-35.6751,-71.543,18/07/2020,"328,846","8,445","299,449","20,952",Americas,,,,
Anhui,China,31.8257,117.2264,18/07/2020,991,6,985,0,Western Pacific,,,,
Beijing,China,40.1824,116.4142,18/07/2020,929,9,788,132,Western Pacific,,,,
Chongqing,China,30.0572,107.874,18/07/2020,583,6,576,1,Western Pacific,,,,
Fujian,China,26.0789,117.9874,18/07/2020,364,1,361,2,Western Pacific,,,,
Gansu,China,35.7518,104.2861,18/07/2020,167,2,165,0,Western Pacific,,,,
Guangdong,China,23.3417,113.4244,18/07/2020,"1,659",8,"1,636",15,Western Pacific,,,,
Guangxi,China,23.8298,108.7881,18/07/2020,255,2,252,1,Western Pacific,,,,
Guizhou,China,26.8154,106.8748,18/07/2020,147,2,145,0,Western Pacific,,,,
Hainan,China,19.1959,109.7453,18/07/2020,171,6,165,0,Western Pacific,,,,
Hebei,China,39.549,116.1306,18/07/2020,349,6,0,343,Western Pacific,,,,
Heilongjiang,China,47.862,127.7615,18/07/2020,947,13,934,0,Western Pacific,,,,
Henan,China,37.8957,114.9042,18/07/2020,"1,276",22,0,"1,254",Western Pacific,,,,
Hong Kong,China,22.3,114.2,18/07/2020,"1,713",12,"1,274",427,Western Pacific,,,,
Hubei,China,30.9756,112.2707,18/07/2020,"68,135","4,512","63,623",0,Western Pacific,,,,
Hunan,China,27.6104,111.7088,18/07/2020,"1,019",4,"1,015",0,Western Pacific,,,,
Inner Mongolia,China,44.0935,113.9448,18/07/2020,249,1,237,11,Western Pacific,,,,
Jiangsu,China,32.9711,119.455,18/07/2020,654,0,654,0,Western Pacific,,,,
Jiangxi,China,27.614,115.7221,18/07/2020,932,1,931,0,Western Pacific,,,,
Jilin,China,43.6661,126.1923,18/07/2020,155,2,153,0,Western Pacific,,,,
Liaoning,China,41.2956,122.6085,18/07/2020,164,2,153,9,Western Pacific,,,,
Macau,China,22.1667,113.55,18/07/2020,46,0,46,0,Western Pacific,,,,
Ningxia,China,37.2692,106.1655,18/07/2020,75,0,75,0,Western Pacific,,,,
Qinghai,China,35.7452,95.9956,18/07/2020,18,0,18,0,Western Pacific,,,,
Shaanxi,China,35.1917,108.8701,18/07/2020,322,3,315,4,Western Pacific,,,,
Shandong,China,36.3427,118.1498,18/07/2020,797,7,785,5,Western Pacific,,,,
Shanghai,China,31.202,121.4491,18/07/2020,733,7,701,25,Western Pacific,,,,
Shanxi,China,37.5777,112.2922,18/07/2020,201,0,198,3,Western Pacific,,,,
Sichuan,China,30.6171,102.7103,18/07/2020,599,3,592,4,Western Pacific,,,,
Tianjin,China,39.3054,117.323,18/07/2020,203,3,195,5,Western Pacific,,,,
Tibet,China,31.6927,88.0924,18/07/2020,1,0,1,0,Western Pacific,,,,
Xinjiang,China,41.1129,85.2401,18/07/2020,106,3,73,30,Western Pacific,,,,
Yunnan,China,24.974,101.487,18/07/2020,188,2,184,2,Western Pacific,,,,
Zhejiang,China,29.1832,120.0934,18/07/2020,"1,270",1,"1,267",2,Western Pacific,,,,
,Colombia,4.5709,-74.2973,18/07/2020,"190,700","6,516","85,836","98,348",Americas,,,,
,Congo (Brazzaville),-0.228,15.8277,18/07/2020,"2,633",49,626,"1,958",Africa,,,,
,Congo (Kinshasa),-4.0383,21.7587,18/07/2020,"8,324",193,"4,313","3,818",Africa,,,,
,Costa Rica,9.7489,-83.7534,18/07/2020,"10,551",54,"2,902","7,595",Americas,,,,
,Cote d'Ivoire,7.54,-5.5471,18/07/2020,"13,912",91,"8,000","5,821",Africa,,,,
,Croatia,45.1,15.2,18/07/2020,"4,253",120,"2,929","1,204",Europe,,,,
,Cuba,21.521757,-77.781167,18/07/2020,"2,445",87,"2,304",54,Americas,,,,
,Cyprus,35.1264,33.4299,18/07/2020,"1,037",19,845,173,Europe,,,,
,Czechia,49.8175,15.473,18/07/2020,"13,855",358,"8,733","4,764",Europe,,,,
Faroe Islands,Denmark,61.8926,-6.9118,18/07/2020,188,0,188,0,Europe,,,,
Greenland,Greenland,71.7069,-42.6043,18/07/2020,13,0,13,0,Europe,,,,
,Denmark,56.2639,9.5018,18/07/2020,"13,173",611,"12,209",353,Europe,,,,
,Djibouti,11.8251,42.5903,18/07/2020,"5,003",56,"4,809",138,Eastern Mediterranean,,,,
,Dominican Republic,18.7357,-70.1627,18/07/2020,"51,519",971,"24,607","25,941",Americas,,,,
,Ecuador,-1.8312,-78.1834,18/07/2020,"73,382","5,282","31,757","36,343",Americas,,,,
,Egypt,26.820553,30.802498,18/07/2020,"87,172","4,251","27,868","55,053",Eastern Mediterranean,,,,
,El Salvador,13.7942,-88.8965,18/07/2020,"11,508",324,"6,560","4,624",Americas,,,,
,Equatorial Guinea,1.6508,10.2679,18/07/2020,"3,071",51,842,"2,178",Africa,,,,
,Eritrea,15.1794,39.7823,18/07/2020,251,0,155,96,Africa,,,,
,Estonia,58.5953,25.0136,18/07/2020,"2,021",69,"1,912",40,Europe,,,,
,Eswatini,-26.5225,31.4659,18/07/2020,"1,729",21,788,920,Africa,,,,
,Ethiopia,9.145,40.4897,18/07/2020,"9,147",163,"2,430","6,554",Africa,,,,
,Fiji,-17.7134,178.065,18/07/2020,26,0,18,8,Western Pacific,,,,
,Finland,61.92411,25.748151,18/07/2020,"7,318",328,"6,880",110,Europe,,,,
French Guiana,France,3.9339,-53.1258,18/07/2020,"6,655",37,"4,272","2,346",Europe,,,,
French Polynesia,France,-17.6797,149.4068,18/07/2020,62,0,60,2,Europe,,,,
Guadeloupe,France,16.265,-61.551,18/07/2020,195,14,172,9,Europe,,,,
Mayotte,France,-12.8275,45.166244,18/07/2020,"2,782",37,"2,591",154,Europe,,,,
New Caledonia,France,-20.904305,165.618042,18/07/2020,22,0,21,1,Europe,,,,
Reunion,France,-21.1151,55.5364,18/07/2020,624,3,472,149,Europe,,,,
Saint Barthelemy,France,17.9,-62.8333,18/07/2020,6,0,6,0,Europe,,,,
St Martin,France,18.0708,-63.0501,18/07/2020,46,3,39,4,Europe,,,,
Martinique,France,14.6415,-61.0242,18/07/2020,262,15,98,149,Europe,,,,
,France,46.2276,2.2137,18/07/2020,"201,285","30,046","71,639","99,600",Europe,,,,
,Gabon,-0.8037,11.6094,18/07/2020,"6,315",46,"3,865","2,404",Africa,,,,
,Gambia,13.4432,-15.3101,18/07/2020,93,4,49,40,Africa,,,,
,Georgia,42.3154,43.3569,18/07/2020,"1,018",15,895,108,Europe,,,,
,Germany,51.165691,10.451526,18/07/2020,"202,426","9,091","187,200","6,135",Europe,,,,
,Ghana,7.9465,-1.0232,18/07/2020,"27,060",145,"23,044","3,871",Africa,,,,
,Greece,39.0742,21.8243,18/07/2020,"3,983",194,"1,374","2,415",Europe,,,,
,Guatemala,15.7835,-90.2308,18/07/2020,"38,042","1,449","23,365","13,228",Americas,,,,
,Guinea,9.9456,-9.6966,18/07/2020,"6,491",39,"5,257","1,195",Africa,,,,
,Guyana,4.860416,-58.93018,18/07/2020,327,19,163,145,Americas,,,,
,Haiti,18.9712,-72.2852,18/07/2020,"7,053",146,"3,877","3,030",Americas,,,,
,Holy See,41.9029,12.4534,18/07/2020,12,0,12,0,Europe,,,,
,Honduras,15.2,-86.2419,18/07/2020,"32,793",891,"3,661","28,241",Americas,,,,
,Hungary,47.1625,19.5033,18/07/2020,"4,315",596,"3,222",497,Europe,,,,
,Iceland,64.9631,-19.0208,18/07/2020,"1,838",10,"1,814",14,Europe,,,,
,India,20.593684,78.96288,18/07/2020,"1,077,781","26,816","677,423","373,542",South-East Asia,,,,
,Indonesia,-0.7893,113.9213,18/07/2020,"84,882","4,016","43,268","37,598",South-East Asia,,,,
,Iran,32.427908,53.688046,18/07/2020,"271,606","13,979","235,300","22,327",Eastern Mediterranean,,,,
,Iraq,33.223191,43.679291,18/07/2020,"90,220","3,691","58,492","28,037",Eastern Mediterranean,,,,
,Ireland,53.1424,-7.6921,18/07/2020,"25,750","1,753","23,364",633,Europe,,,,
,Israel,31.046051,34.851612,18/07/2020,"49,365",401,"21,348","27,616",Europe,,,,
,Italy,41.87194,12.56738,18/07/2020,"244,216","35,042","196,806","12,368",Europe,,,,
,Jamaica,18.1096,-77.2975,18/07/2020,774,10,679,85,Americas,,,,
,Japan,36.204824,138.252924,18/07/2020,"24,946",986,"19,211","4,749",Western Pacific,,,,
,Jordan,31.24,36.51,18/07/2020,"1,214",11,"1,022",181,Eastern Mediterranean,,,,
,Kazakhstan,48.0196,66.9237,18/07/2020,"68,703",375,"40,256","28,072",Europe,,,,
,Kenya,-0.0236,37.9062,18/07/2020,"12,750",225,"4,440","8,085",Africa,,,,
,South Korea,35.907757,127.766922,18/07/2020,"13,745",295,"12,556",894,Western Pacific,,,,
,Kuwait,29.31166,47.481766,18/07/2020,"58,904",407,"49,020","9,477",Eastern Mediterranean,,,,
,Kyrgyzstan,41.20438,74.766098,18/07/2020,"24,606",900,"10,704","13,002",Europe,,,,
,Latvia,56.8796,24.6032,18/07/2020,"1,189",31,"1,022",136,Europe,,,,
,Lebanon,33.8547,35.8623,18/07/2020,"2,775",40,"1,485","1,250",Eastern Mediterranean,,,,
,Liberia,6.428055,-9.429499,18/07/2020,"1,088",70,519,499,Africa,,,,
,Liechtenstein,47.14,9.55,18/07/2020,86,1,83,2,Europe,,,,
,Lithuania,55.1694,23.8813,18/07/2020,"1,915",80,"1,600",235,Europe,,,,
,Luxembourg,49.8153,6.1296,18/07/2020,"5,483",111,"4,333","1,039",Europe,,,,
,Madagascar,-18.766947,46.869107,18/07/2020,"6,849",55,"3,339","3,455",Africa,,,,
,Malaysia,4.210484,101.975766,18/07/2020,"8,764",122,"8,546",96,Western Pacific,,,,
,Maldives,3.2028,73.2207,18/07/2020,"2,930",15,"2,354",561,South-East Asia,,,,
,Malta,35.9375,14.3754,18/07/2020,675,9,662,4,Europe,,,,
,Mauritania,21.0079,-10.9408,18/07/2020,"5,813",153,"3,279","2,381",Africa,,,,
,Mauritius,-20.348404,57.552152,18/07/2020,343,10,331,2,Africa,,,,
,Mexico,23.6345,-102.5528,18/07/2020,"338,913","38,888","271,239","28,786",Americas,,,,
,Moldova,47.4116,28.3699,18/07/2020,"20,794",680,"14,183","5,931",Europe,,,,
,Monaco,43.7333,7.4167,18/07/2020,109,4,98,7,Europe,,,,
,Mongolia,46.8625,103.8467,18/07/2020,287,0,213,74,Western Pacific,,,,
,Montenegro,42.708678,19.37439,18/07/2020,"2,072",30,378,"1,664",Europe,,,,
,Morocco,31.7917,-7.0926,18/07/2020,"17,015",269,"14,620","2,126",Eastern Mediterranean,,,,
,Namibia,-22.9576,18.4904,18/07/2020,"1,203",2,32,"1,169",Africa,,,,
,Nepal,28.1667,84.25,18/07/2020,"17,502",40,"11,637","5,825",South-East Asia,,,,
Aruba,Netherlands,12.5211,-69.9683,18/07/2020,111,3,100,8,Europe,,,,
Curacao,Netherlands,12.1696,-68.99,18/07/2020,28,1,24,3,Europe,,,,
Sint Maarten,Netherlands,18.0425,-63.0548,18/07/2020,79,15,63,1,Europe,,,,
,Netherlands,52.1326,5.2913,18/07/2020,"51,581","6,136",0,"45,445",Europe,,,,
,New Zealand,-40.9006,174.886,18/07/2020,"1,553",22,"1,506",25,Western Pacific,,,,
,Nicaragua,12.865416,-85.207229,18/07/2020,"3,147",99,"2,282",766,Americas,,,,
,Niger,17.607789,8.081666,18/07/2020,"1,104",69,"1,014",21,Africa,,,,
,Nigeria,9.082,8.6753,18/07/2020,"36,107",778,"14,938","20,391",Africa,,,,
,North Macedonia,41.6086,21.7453,18/07/2020,"9,026",414,"4,727","3,885",Europe,,,,
,Norway,60.472,8.4689,18/07/2020,"9,028",255,"8,138",635,Europe,,,,
,Oman,21.512583,55.923255,18/07/2020,"65,504",308,"42,772","22,424",Eastern Mediterranean,,,,
,Pakistan,30.3753,69.3451,18/07/2020,"263,496","5,568","204,276","53,652",Eastern Mediterranean,,,,
,Panama,8.538,-80.7821,18/07/2020,"52,261","1,071","27,494","23,696",Americas,,,,
,Papua New Guinea,-6.314993,143.95555,18/07/2020,16,0,8,8,Western Pacific,,,,
,Paraguay,-23.4425,-58.4438,18/07/2020,"3,629",29,"1,643","1,957",Americas,,,,
,Peru,-9.19,-75.0152,18/07/2020,"349,500","12,998","238,086","98,416",Americas,,,,
,Philippines,12.879721,121.774017,18/07/2020,"65,304","1,773","22,067","41,464",Western Pacific,,,,
,Poland,51.9194,19.1451,18/07/2020,"39,746","1,618","29,924","8,204",Europe,,,,
,Portugal,39.3999,-8.2245,18/07/2020,"48,390","1,684","33,153","13,553",Europe,,,,
,Qatar,25.3548,51.1839,18/07/2020,"106,308",154,"103,023","3,131",Eastern Mediterranean,,,,
,Romania,45.9432,24.9668,18/07/2020,"36,691","2,009","22,488","12,194",Europe,,,,
,Russia,61.52401,105.318756,18/07/2020,"764,215","12,228","545,909","206,078",Europe,,,,
,Rwanda,-1.9403,29.8739,18/07/2020,"1,539",5,819,715,Africa,,,,
,Saint Lucia,13.9094,-60.9789,18/07/2020,23,0,19,4,Americas,,,,
,Saint Vincent and the Grenadines,12.9843,-61.2872,18/07/2020,38,0,29,9,Americas,,,,
,San Marino,43.9424,12.4578,18/07/2020,699,42,656,1,Europe,,,,
,Saudi Arabia,23.885942,45.079162,18/07/2020,"248,416","2,447","194,218","51,751",Eastern Mediterranean,,,,
,Senegal,14.4974,-14.4524,18/07/2020,"8,669",163,"5,859","2,647",Africa,,,,
,Serbia,44.0165,21.0059,18/07/2020,"20,498",461,"15,179","4,858",Europe,,,,
,Seychelles,-4.6796,55.492,18/07/2020,108,0,27,81,Africa,,,,
,Singapore,1.2833,103.8333,18/07/2020,"47,655",27,"43,833","3,795",Western Pacific,,,,
,Slovakia,48.669,19.699,18/07/2020,"1,976",28,"1,523",425,Europe,,,,
,Slovenia,46.1512,14.9955,18/07/2020,"1,940",111,"1,568",261,Europe,,,,
,Somalia,5.152149,46.199616,18/07/2020,"3,111",93,"1,452","1,566",Eastern Mediterranean,,,,
,South Africa,-30.5595,22.9375,18/07/2020,"350,879","4,948","182,230","163,701",Africa,,,,
